ROWS,COLS,NUM OF CORES,MIN_CORE,WORKLOAD,NUM_OF_TEST,CONFIDENCE,EXECUTION TIME,MTTF[Hours],MTTF[Years]
4,4,16,6,0.375,100000,95.33263381,1.81464386,192690.5232,21.99663506
5,5,25,6,0.24,100000,119.0253197,4.714535952,327223.4066,37.35427016
6,6,36,6,0.1666,100000,132.2558915,9.746500015,457292.2326,52.20230966
