ROWS,COLS,NUM OF CORES,MIN_CORE,WORKLOAD,NUM_OF_TEST,CONFIDENCE,EXECUTION TIME,MTTF[Hours],MTTF[Years]
4,4,16,6,0.375,100000,-nan,0.5409300327,188850.3603,21.55826031
5,5,25,6,0.24,100000,-nan,1.139882803,327101.5014,37.34035405
6,6,36,6,0.1666,100000,-nan,2.28098011,459954.4218,52.50621253
7,7,49,6,0.1224,100000,-nan,4.160561085,579935.273,66.20265673
10,10,100,6,0.06,100000,-nan,16.82999492,858900.5619,98.04800935
