ROWS,COLS,NUM OF CORES,MIN_CORE,WORKLOAD,NUM_OF_TEST,CONFIDENCE,EXECUTION TIME,MTTF[Hours],MTTF[Years]
GRID
4,4,16,8,0.5,100000,-nan,11.24036193,115958.4666,13.23726787
GRID
5,5,25,12,0.4799999893,100000,-nan,18.6340611,120725.7088,13.78147361
GRID
6,6,36,18,0.5,100000,-nan,28.75156808,109002.8544,12.44324822
GRID
7,7,49,24,0.4896999896,100000,-nan,44.30748415,111399.465,12.7168339
GRID
8,8,64,32,0.5,100000,-nan,67.98293996,105125.5398,12.0006324
GRID
9,9,81,40,0.4938000143,100000,-nan,95.75825095,107089.0803,12.22478086
GRID
10,10,100,50,0.5,100000,-nan,127.036412,103616.3686,11.82835258
GRID
11,11,121,60,0.4957999885,100000,-nan,160.872637,104756.3571,11.95848826
GRID
12,12,144,72,0.5,100000,-nan,198.8010681,102479.0221,11.6985185
GRID
13,13,169,84,0.4970000088,100000,-nan,241.2144501,103359.9386,11.79907974
GRID
14,14,196,98,0.5,100000,-nan,287.6707389,101731.6352,11.61320037
GRID
15,15,225,112,0.4977000058,100000,-nan,339.9854729,102361.7843,11.6851352
GRID
16,16,256,128,0.5,100000,-nan,390.3482111,101085.6755,11.53946068
GRID
17,17,289,144,0.4981999993,100000,-nan,451.6906161,101664.8294,11.60557414
GRID
18,18,324,162,0.5,100000,-nan,514.354172,100723.1181,11.49807284
GRID
19,19,361,180,0.4986000061,100000,-nan,582.9627349,101149.8291,11.54678415
GRID
20,20,400,200,0.5,100000,-nan,656.4947948,100403.5277,11.46158992
GRID
22,22,484,242,0.5,100000,-nan,821.5474741,100133.2531,11.43073666
GRID
24,24,576,288,0.5,100000,-nan,1007.765296,98318.06976,11.22352395
GRID
26,26,676,338,0.5,100000,-nan,1226.002696,98774.56896,11.27563573
GRID
28,28,784,392,0.5,100000,-nan,1540.205204,99003.17696,11.30173253
out of memory in ./src/montecarlo_gpu.h at line 1512
out of memory in ./src/montecarlo_gpu.h at line 1483
out of memory in ./src/montecarlo_gpu.h at line 1483
out of memory in ./src/montecarlo_gpu.h at line 1483
out of memory in ./src/montecarlo_gpu.h at line 1483
out of memory in ./src/./simulation-utils/simulation_config.h at line 207
out of memory in ./src/./simulation-utils/simulation_config.h at line 198
out of memory in ./src/./simulation-utils/simulation_config.h at line 197
out of memory in ./src/./simulation-utils/simulation_config.h at line 196
