ROWS,COLS,NUM OF CORES,MIN_CORE,WORKLOAD,NUM_OF_TEST,CONFIDENCE,EXECUTION TIME,MTTF[Hours],MTTF[Years]
4,4,16,6,0.375,100000,-nan,0.4618070126,191256.8422,21.83297286
5,5,25,6,0.24,100000,-nan,1.164417028,324902.0109,37.08927065
6,6,36,6,0.1666,100000,-nan,2.447184086,453929.6973,51.81845859
7,7,49,6,0.1224,100000,-nan,4.552250862,572006.6867,65.29756698
10,10,100,6,0.06,100000,-nan,19.06152391,850352.0461,97.07215138
