ROWS,COLS,NUM OF CORES,MIN_CORE,WORKLOAD,NUM_OF_TEST,CONFIDENCE,EXECUTION TIME,MTTF[Hours],MTTF[Years]
4,4,16,8,0.5,100000,63.19523781,1.612772942,115807.4976,13.22003398
38,38,1444,722,0.5,100000,6.00727207,11965.95723,98473.20642,11.24123361
40,40,1600,800,0.5,100000,5.703856052,14635.82032,98395.45359,11.23235772
