ROWS,COLS,NUM OF CORES,MIN_CORE,WORKLOAD,NUM_OF_TEST,CONFIDENCE,EXECUTION TIME,MTTF[Hours],MTTF[Years]
STRUCT OPT
4,4,16,8,0.5,100000,-nan,0.5358860493,108314.0813,12.36462115
STRUCT OPT
5,5,25,12,0.4799999893,100000,-nan,1.044284105,114298.3885,13.04776124
STRUCT OPT
6,6,36,18,0.5,100000,-nan,1.941783905,103405.3018,11.80425819
STRUCT OPT
7,7,49,24,0.4896999896,100000,-nan,3.478833914,106754.1299,12.18654451
STRUCT OPT
8,8,64,32,0.5,100000,-nan,5.711206913,101430.3232,11.57880402
STRUCT OPT
9,9,81,40,0.4938000143,100000,-nan,9.050107002,103459.6352,11.81046064
STRUCT OPT
10,10,100,50,0.5,100000,-nan,13.52960014,100375.7158,11.45841505
