ROWS,COLS,NUM OF CORES,MIN_CORE,WORKLOAD,NUM_OF_TEST,CONFIDENCE,EXECUTION TIME,MTTF[Hours],MTTF[Years]
4,4,16,6,0.375,100000,94.18687864,3.379367828,190927.3725,21.79536215
5,5,25,6,0.24,100000,120.2221384,8.655298948,332359.928,37.94063105
6,6,36,6,0.1666,100000,134.6529848,18.88190389,468342.6326,53.46377084
7,7,49,6,0.1224,100000,142.4326792,35.52081513,590333.1872,67.38963324
